customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CustomerFeedback,MonthlyIncome
5766-XQXMQ,Female,0,No,No,29,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.85,1970.5,Yes,"I had been a loyal customer of this DSL internet service provider for almost 2 and a half years on a month-to-month contract with automatic bank transfers for payment. However, I recently decided to churn and switch to a different provider. 

While the monthly charges of $68.85 were reasonable, I found that the internet speeds and reliability were not up to par with what I needed for my work and entertainment purposes. There were frequent outages and slow speeds, causing frustration and inconvenience.

Overall, I believe that there is room for improvement in the internet service provided by this company. I hope they can make necessary upgrades and enhancements to better serve their customers in the future.",158
6060-QBMGV,Male,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.85,1433.8,No,"I have been a customer with this company for 70 months now and I have been very satisfied with the service. The monthly charges are very reasonable at $19.85 and I appreciate the convenience of having my payment automatically deducted from my credit card. Even though I do not have internet service with this provider, I have had no issues with the other services I receive. Overall, I am happy with my experience and have no plans to churn in the near future.",3181
2056-EVGZL,Male,0,Yes,Yes,68,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),105.75,7322.5,No,"I have been a customer with this company for over 5 years now and I am extremely satisfied with their service. The fiber optic internet is fast and reliable, and I have had no issues with outages or slow speeds. The automatic credit card payment method is convenient and ensures that I never miss a payment. The monthly charges of $105.75 are reasonable for the quality of service I receive. I have no complaints and would highly recommend this company to others.",5235
9053-JZFKV,Male,0,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),116.2,7752.3,Yes,"I have been a customer with this company for over five years now, and I have to say that I am extremely disappointed with their service. Despite being on a two-year contract with automatic credit card payments, I have experienced frequent outages and slow internet speeds with their fiber optic service. The monthly charges of $116.2 are not worth the poor quality of service that I have been receiving. As a result, I have decided to churn and switch to a different provider. I would not recommend this company to anyone looking for reliable internet service.",8798
7957-RYHQD,Female,1,No,No,40,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.2,3233.85,Yes,"I have been a customer with this company for 40 months, and I recently decided to churn. While I initially signed up for the month-to-month contract with a monthly charge of $79.2 for fiber optic internet service, I found that the service did not meet my expectations. Despite the convenience of automatic credit card payments, I ultimately decided to switch to a different provider for better internet reliability and speed.",1275
6432-TWQLB,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.4,401.1,Yes,"I recently canceled my service with this company after 5 months of being a customer. I was unhappy with the monthly charges of $85.4 for fiber optic internet service. I also found it inconvenient to pay through electronic check. Overall, I was not satisfied with the service and decided to switch to a different provider.",9127
7361-YPXFS,Female,1,No,No,28,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),64.45,1867.6,No,"I have been a customer with this company for 28 months now and have been satisfied with the service overall. The DSL internet service has been reliable and meets my needs. I appreciate the convenience of the automatic bank transfer for payment, as it ensures my bill is always paid on time. The monthly charges of $64.45 are fair for the service provided. I have not experienced any issues that would lead me to consider switching providers. Overall, I am happy with my experience as a month-to-month customer.",147
3955-JBZZM,Male,0,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.8,1641.3,No,"I have been a customer with this company for 20 months now and I am extremely satisfied with the fiber optic internet service they provide. The monthly charges of $78.8 are reasonable for the quality of service I receive. I appreciate the convenience of paying with electronic check each month. Overall, I have had a great experience with this company and have no plans to switch providers. Highly recommend!",9873
8327-LZKAS,Female,1,Yes,No,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,107.55,null,Yes,"I have been a customer with this company for over 3 years now, and I must say I am quite disappointed with the service. The monthly charges of $107.55 for fiber optic internet are quite high, especially considering the inconsistent speeds and frequent outages I have experienced. 

I also find it frustrating that I am locked into a one-year contract, as I am now considering switching to a different provider due to the lack of reliable service. The payment method of electronic check is convenient, but it does not make up for the subpar service I have received.

Overall, I would not recommend this company to others based on my experience as a long-time customer.",4020
9150-KPBJQ,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,116.85,No,"I have been a customer with this company for 6 months now and I am happy to say that I have no intentions of churning anytime soon. The monthly charges of $19.65 are very reasonable for the service I am receiving. Even though I do not have internet service with this company, I appreciate the convenience of automatic credit card payments. Overall, I am satisfied with my experience so far and would recommend this company to others.",4246
9134-CEQMF,Male,1,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,676.7,Yes,"I recently cancelled my service with this company after being with them for 7 months. I was on a month-to-month contract with monthly charges of $89.50 for fiber optic internet service. I found the service to be reliable and fast, but ultimately decided to switch providers due to a better deal elsewhere. I appreciated being able to pay with electronic check, as it was convenient and easy to manage my payments. Overall, I had a positive experience with this company and would consider using them again in the future.",9237
1763-KUAAW,Female,1,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.35,369.6,No,"I have been a customer with this company for 18 months now and have had a positive experience overall. I appreciate the convenience of the automatic bank transfer for payment, as it ensures that my bill is always paid on time. Even though I do not have internet service through this company, I find the monthly charge of $20.35 to be reasonable. I have not experienced any issues with the service or billing, and I am satisfied with my contract type of one year. Overall, I am happy with my experience as a customer and have no plans to churn in the near future.",6580
4137-JOPHL,Female,0,No,No,50,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),89.7,4304.5,No,"""I have been a customer with this company for 50 months now and have been extremely satisfied with their fiber optic internet service. The automatic bank transfer for payment is convenient and hassle-free. The monthly charges of $89.7 are reasonable for the quality of service I receive. Overall, I have had no reason to consider churning and I highly recommend this company to others looking for reliable internet service.""",3203
1376-HHBDV,Female,0,No,No,30,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.8,1536.75,No,"I have been a customer with this company for 30 months now and I have been satisfied with the DSL internet service I receive. The monthly charges of $48.8 are reasonable for the quality of service I am getting. I appreciate the flexibility of the month-to-month contract as it allows me to easily adjust or cancel my service if needed. The only downside for me is having to mail a check for payment, as it can be a bit inconvenient at times. Overall, I have had a positive experience and do not plan on churning anytime soon.",5754
2608-BHKFN,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.05,266.9,Yes,"I recently switched to this fiber optic internet service provider about 4 months ago on a month-to-month contract. The monthly charges of $70.05 were reasonable and I opted for automatic credit card payments for convenience. However, I have experienced some issues with the service and have decided to churn. The internet speeds were not consistently reliable and I found myself having to restart the router frequently. Overall, I was not satisfied with the service and have decided to look for a new provider.",8434
8229-MYEJZ,Female,0,No,No,10,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,51.2,498.25,No,"I have been a customer with this DSL internet service provider for 10 months now on a month-to-month contract. I have not experienced any issues with churn and have found the service to be reliable. The monthly charges of $51.2 are reasonable and I appreciate the convenience of paying through electronic check. Overall, I am satisfied with the service and would recommend it to others.",8083
4325-NFSKC,Male,1,No,No,19,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.6,1660.0,Yes,"I recently canceled my service with this company after being a customer for almost 2 years. While I appreciated the fast and reliable fiber optic internet service, I found that the monthly charges of $90.6 were becoming too expensive for me. The electronic check payment method was convenient, but I ultimately decided to switch to a more affordable provider. Overall, I had a positive experience with the company but had to make a decision based on my budget constraints.",6253
1470-PSXNM,Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,93.65,4520.15,No,"I have been a customer with this company for almost 4 years now and I am very satisfied with the service I have received. The fiber optic internet service has been reliable and fast, and the monthly charges are reasonable at $93.65. I appreciate being able to pay with electronic check, as it is convenient and easy to manage. Overall, I have had a positive experience and have no plans to churn in the near future.",8703
2197-OMWGI,Female,1,Yes,Yes,68,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,53.0,3656.25,No,"I have been a customer with this company for over 5 years and have been very satisfied with the service provided. The monthly charges are reasonable at $53 and the DSL internet service has been reliable. I appreciate the convenience of using electronic check for payment. Overall, I have had a positive experience and would recommend this company to others.",8026
0927-CNGRH,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,19.55,No,"I have been a customer with this company for just one month now and so far I am satisfied with the service. The monthly charges are reasonable at $19.55 and I appreciate the flexibility of the month-to-month contract. However, I do not use the internet service provided by the company so I cannot speak on that aspect. I prefer to pay by mailed check and the process has been smooth so far. Overall, I have had a positive experience as a new customer.",2400
4504-YOULA,Female,0,Yes,Yes,35,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),59.45,2136.9,No,"I have been a customer with this internet service provider for 35 months now and I am very satisfied with the service. The monthly charges are reasonable at $59.45 and I appreciate the convenience of automatic credit card payments. The DSL internet service has been reliable and I have not experienced any issues with connectivity. Overall, I would highly recommend this provider to others looking for a dependable and affordable internet service option.",4172
4712-AUQZO,Male,0,No,No,18,no,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,33.6,550.35,No,"I have been a customer with this internet service provider for 18 months now on a month-to-month contract. I have been satisfied with the DSL internet service that I receive for the monthly charge of $33.6. I prefer to pay by mailing a check, which has been a smooth process for me. Overall, I have had no issues with the service and would recommend it to others.",9067
9473-CBZOP,Female,0,No,No,28,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,59.0,1654.45,No,"I have been a customer with this company for 28 months now and I have been really satisfied with the DSL internet service they provide. The monthly charges of $59.0 are reasonable and I appreciate being able to pay with a mailed check. I have not experienced any issues with my service and have no plans to churn. Overall, I am happy with the service and would recommend it to others.",1282
6723-WSNTY,Female,1,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),108.1,7181.95,No,"I have been a customer with this internet service provider for 66 months now and I must say I am very satisfied with the service. The fiber optic internet is fast and reliable, and I have had no issues with connectivity. The monthly charges of $108.1 are reasonable for the quality of service I am receiving. I also appreciate the convenience of automatic credit card payments. Overall, I have no complaints and would recommend this provider to others.",3128
4290-BSXUX,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),79.65,251.75,Yes,"I recently canceled my fiber optic internet service after only 3 months of being a customer. I was on a month-to-month contract with monthly charges of $79.65. The automatic bank transfer payment method was convenient, but unfortunately, I decided to switch to a different provider for better pricing and service. Overall, my experience with the internet service was satisfactory, but I ultimately chose to leave due to better options available.",9735
9600-UDOPK,Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.05,2866.45,Yes,"I recently switched internet providers after being with this company for 30 months on a month-to-month contract. The $94.05 monthly charges for fiber optic internet were reasonable, but I ultimately decided to churn because I found a better deal with another provider. The automatic credit card payment method was convenient, but I would have appreciated more competitive pricing or incentives to stay with this company. Overall, my experience was satisfactory, but I ultimately made the decision to switch for better value.",5742
5135-GRQJV,Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,114.5,8331.95,No,"I have been a loyal customer of this fiber optic internet service provider for six years now and I have been extremely satisfied with the service. The speed and reliability of the internet connection have been top-notch and I have never experienced any issues with the service. The monthly charges are reasonable for the quality of service I receive. I appreciate the option to pay by mailed check as it is convenient for me. Overall, I have no complaints and would highly recommend this provider to others.",1826
7450-NWRTR,Male,1,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.45,1200.15,Yes,"I decided to cancel my service after being with the company for a year. The monthly charges of $99.45 were becoming too expensive for me, especially since I was only on a month-to-month contract. The fiber optic internet service was good while I had it, but I found a more affordable option elsewhere. I appreciated being able to pay with electronic check, but ultimately the cost was the deciding factor in my decision to churn.",543
3745-HRPHI,Male,0,Yes,Yes,66,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),54.65,3632.0,No,"I have been a loyal customer with this company for over five years now, and I am extremely satisfied with the service I have received. The DSL internet service has been reliable and consistent, and the monthly charges are very reasonable. I appreciate the convenience of automatic bank transfers for payment, as it ensures that my bill is always paid on time. Overall, I have had a great experience with this company and would highly recommend it to others.",9610
2225-ZRGSG,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),93.9,6579.05,Yes,"I have been a customer with this company for over 5 years and have been using their fiber optic internet service. However, I recently decided to churn because I found a better deal with another provider. The monthly charges of $93.9 were a bit on the higher side for me, and I wanted to save some money. The automatic bank transfer payment method was convenient for me, but ultimately the cost was the deciding factor in my decision to switch providers.",5684
5666-MBJPT,Male,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.1,1725.0,No,"I have been a loyal customer for over 5 years now and have never experienced any issues with my service. The automatic bank transfer payment method makes it convenient for me to pay my bill on time every month. The monthly charges are very reasonable at $25.1, especially considering I do not have internet service included in my plan. Overall, I am very satisfied with my two-year contract and have no plans to switch providers.",4974
7868-TMWMZ,Female,1,Yes,No,60,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.0,6668.35,No,"I have been a customer with this company for 5 years now and I am extremely satisfied with their service. The fiber optic internet is fast and reliable, and I have never experienced any downtime. The automatic bank transfer for payment makes it convenient and hassle-free. Even though the monthly charges are on the higher side at $110, I believe it is worth it for the quality of service I receive. Overall, I have no complaints and would highly recommend this company to others.",391
2347-WKKAE,Male,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.4,4014.6,No,"I have been a customer with this company for over three and a half years now and I have been extremely satisfied with the service. The fiber optic internet service is fast and reliable, and I have never experienced any issues with connectivity. The monthly charges are reasonable for the quality of service provided. I appreciate the convenience of being able to pay with electronic check each month. Overall, I have no complaints and would highly recommend this company to others.",8761
6537-OTKMY,Male,0,No,No,15,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,50.75,688.2,No,"""I have been a customer with this company for 15 months now and I am very satisfied with the service they provide. The monthly charges are reasonable at $50.75 and I appreciate the convenience of being able to pay with electronic check. The DSL internet service has been reliable and I have not experienced any issues with connectivity. Overall, I have had a positive experience with this company and would recommend them to others.""",6627
2037-SGXHH,Male,0,Yes,Yes,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.65,3624.3,Yes,"I recently decided to switch internet providers after being with this company for almost three years. While the fiber optic internet service was fast and reliable, the monthly charges kept increasing without any explanation. As a month-to-month customer, I found it frustrating to see my bill go up without any warning or justification. Additionally, I had issues with the electronic check payment method, as it sometimes took longer to process than expected. Overall, I was satisfied with the internet service itself, but the pricing and payment issues ultimately led me to churn and find a more affordable option.",4533
7207-RMRDB,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,6985.65,Yes,"I have been a customer with this company for 65 months and unfortunately, I have decided to churn. While the fiber optic internet service was fast and reliable, the monthly charges of $105.5 were becoming too expensive for me. I also found the electronic check payment method to be inconvenient and would have preferred more options for payment. Overall, I enjoyed the service but the cost and payment method ultimately led to my decision to leave.",8701
3509-GWQGF,Male,1,No,No,24,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.0,1732.6,No,"I have been a customer with this company for 24 months now and I have been extremely satisfied with their fiber optic internet service. The connection is reliable and fast, and I have never experienced any outages. The automatic credit card payment method is convenient and hassle-free. I appreciate the month-to-month contract type as it gives me flexibility. Overall, I have had a great experience with this company and would highly recommend their services.",2086
1941-HOSAM,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.1,90.1,No,"I have been a customer with this company for just 1 month now and so far I am very satisfied with the service. The fiber optic internet is fast and reliable, and I have had no issues with connectivity. The monthly charges of $90.1 are reasonable for the quality of service I am receiving. I appreciate being able to pay with electronic check as it is convenient and easy to manage. Overall, I have had a positive experience with this company and plan to continue using their services.",7363
8746-OQQRW,Male,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.25,101.9,No,"I have been a customer with this company for 4 months now on a month-to-month contract. I am satisfied with the monthly charges of $25.25 and appreciate the convenience of being able to pay with a mailed check. However, I do wish that internet service was included in my plan. Overall, I am happy with my experience and have no plans to churn at this time.",3617
8073-IJDCM,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.3,20.3,Yes,"I recently signed up for internet service with this provider on a month-to-month contract. Unfortunately, after just 1 month, I decided to cancel due to the lack of reliable internet service in my area. I found the monthly charges of $20.3 to be reasonable, but the inconvenience of having to mail a check for payment was a hassle. Overall, I was not satisfied with the service and will be looking for a new provider.",4024
6574-MCOEH,Female,0,Yes,Yes,33,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,79.15,2531.4,No,"I have been a customer with this internet service provider for 33 months now and I am very satisfied with the service. The monthly charges of $79.15 for DSL internet are reasonable and the payment method of electronic check is convenient for me. I have not experienced any issues with the service and have not felt the need to switch providers. Overall, I would recommend this provider to others.",7017
5955-EPOAZ,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.95,null,No,"I have been a customer with this company for 6 months now on a month-to-month contract. I appreciate the affordable monthly charge of $20.95 and the flexibility of being able to pay by mailing a check. However, I do wish that internet service was included in my plan as it is something I rely on daily. Overall, I am satisfied with the service and have had no issues with churn.",4109
9621-OUPYD,Female,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.2,507.9,No,"I have been a customer with this company for 25 months now and I have been very satisfied with their service. The automatic bank transfer for payment makes it convenient for me and I have had no issues with billing. Even though I do not have internet service with them, I find the monthly charges of $20.2 to be very reasonable. Overall, I have had a positive experience and have no plans to churn in the near future.",5776
7586-ZATGZ,Male,0,No,No,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.9,3369.05,No,"I have been a customer with this internet provider for 40 months now and I am very satisfied with the service. The fiber optic internet is fast and reliable, and I have had no issues with connectivity. The monthly charges of $84.9 are reasonable for the quality of service I am receiving. I appreciate the convenience of being able to pay with electronic check. Overall, I am happy with my experience and have no plans to switch providers.",8688
2080-GKCWQ,Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,74.95,151.75,No,"I have been using the fiber optic internet service for the past 2 months and I am extremely satisfied with the speed and reliability. The monthly charges of $74.95 are reasonable for the quality of service I am receiving. I appreciate the convenience of paying through electronic check and have had no issues with billing so far. Overall, I am happy with my decision to choose this internet service provider and have no plans to switch providers.",9939
4816-OKWNX,Male,0,Yes,Yes,50,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.4,5236.4,No,"I have been a loyal customer with this company for 50 months now and I am extremely satisfied with the service I have received. The fiber optic internet service has been reliable and fast, and the monthly charges of $103.4 are reasonable for the quality of service provided. The automatic bank transfer payment method is convenient and hassle-free. I have had no issues with my service and have no plans to churn in the near future. I would highly recommend this company to others looking for a reliable internet service provider.",2067
7014-ZZXAW,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.25,1732.95,No,"I have been a customer with this company for over 6 years now and I have been very satisfied with their service. The automatic credit card payment method makes it convenient for me to pay my bill on time every month without any hassle. Even though I do not have internet service with them, the monthly charges are very reasonable at $24.25. I appreciate the two year contract option as it gives me stability and peace of mind knowing that my rates won't increase unexpectedly. Overall, I have had a positive experience with this company and would recommend them to others.",4781
6112-KTHFQ,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.3,279.3,No,"I have been a customer with this company for over a year now, and I have had a positive experience overall. The monthly charges are affordable at $19.3 and I appreciate the flexibility of the month-to-month contract. However, I do wish there was an option for internet service as I currently do not have access to it through this provider. Additionally, I prefer to pay by mailed check, which has been a smooth process so far. Overall, I am happy with the service and plan to continue as a customer.",6538
8309-PPCED,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.45,7982.5,No,"I have been a loyal customer with this company for 6 years now and have never experienced any issues with my service. The fiber optic internet is fast and reliable, and the automatic bank transfer for payment makes it convenient for me to keep up with my bills. The monthly charges are reasonable for the quality of service I receive. Overall, I am very satisfied with my experience and have no intentions of switching to another provider.",5349
8905-IAZPF,Female,0,Yes,No,69,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),95.65,6744.2,No,"I have been a customer with this company for over 5 years now and I am very satisfied with the service I have received. The fiber optic internet service is fast and reliable, and the automatic credit card payment method makes it convenient for me to pay my monthly bill on time. The monthly charges of $95.65 are reasonable for the quality of service I am getting. I have not experienced any issues with churn and I plan on continuing to be a loyal customer in the future.",4928
9199-PWQVC,Female,0,Yes,No,63,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),79.7,4786.15,No,"I have been a loyal customer of this internet service provider for over five years now and I have been very satisfied with the service. The DSL connection has been reliable and I have had no issues with downtime. The monthly charges are reasonable at $79.7 and the automatic credit card payments make it convenient for me to keep up with my bills. Overall, I am happy with the service and have no plans to switch providers.",181
1501-SGHBW,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.85,81.0,Yes,"I recently canceled my DSL internet service after just two months with the company. The monthly charges of $45.85 were reasonable, but I found the internet speed to be slower than advertised. Additionally, having to pay by mailing a check was inconvenient and I would have preferred more modern payment options. Overall, I was not satisfied with the service and decided to switch to a different provider.",4472
1612-EOHDH,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.15,45.15,Yes,"I recently signed up for DSL internet service with this provider on a month-to-month contract. After just one month, I decided to cancel due to slow and unreliable internet speeds. The monthly charges of $45.15 were reasonable, but the service did not meet my needs. I paid using electronic check, which was convenient. Overall, I was disappointed with the service and chose to churn after only one month.",1652
8898-KASCD,Male,0,No,No,39,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,Mailed check,35.55,1309.15,No,"I have been a customer with this company for almost 3 years now and I have been very satisfied with the service. The DSL internet has been reliable and the monthly charges are very reasonable at $35.55. I appreciate being able to pay with a mailed check as it is convenient for me. Overall, I have had no issues with the service and have no plans to churn in the near future. Highly recommend this company for their quality service and affordable pricing.",6729
3724-UCSHY,Male,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,122.9,No,"I have been a customer with this company for 6 months now on a month-to-month contract with no churn. I do not have internet service with them, but I have been satisfied with the monthly charges of $19.55. I prefer to pay by mailed check, and the process has been smooth so far. Overall, I have had a positive experience with this company and would recommend them to others.",5569
2959-FENLU,Female,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.3,781.4,No,"I have been a customer with this company for 9 months now and I am very satisfied with the service. The fiber optic internet service is fast and reliable, and I have had no issues with connectivity. The automatic credit card payment method is convenient and hassle-free. The monthly charges of $85.3 are reasonable for the quality of service provided. Overall, I have had a positive experience and would recommend this company to others.",9910
0817-HSUSE,Male,0,No,No,1,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.5,75.5,No,I have been a customer with this internet service provider for a month now and I am overall satisfied with the service. The DSL internet connection has been reliable and I have not experienced any issues with connectivity. The monthly charges are reasonable at $75.5 and the payment method through electronic check is convenient for me. I appreciate the flexibility of the month-to-month contract type. I have not experienced any reason to churn and plan to continue using this service in the future.,3387
9786-IJYDL,Female,0,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,113.2,3914.05,No,"I have been a customer with this company for 35 months now and I am overall satisfied with the service. The fiber optic internet service has been reliable and fast, and I have had no issues with downtime. The monthly charges of $113.2 are reasonable for the quality of service provided. 

The only downside for me is the payment method of mailing a check. It would be more convenient for me if there were online payment options available. Other than that, I have no complaints and have no plans to churn in the near future.",8766
1228-ZLNBX,Male,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,75.3,1570.7,No,"""I have been a customer with this company for 21 months now and I am extremely satisfied with the service. The fiber optic internet is fast and reliable, and I have had no issues with connectivity. The monthly charges are reasonable at $75.3 and I appreciate the flexibility of the month-to-month contract. I prefer to pay by mailed check and the process has been smooth and hassle-free. Overall, I have had a great experience and I have no plans to churn in the near future.""",8594
8665-UTDHZ,Male,0,Yes,Yes,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,30.2,30.2,Yes,"I recently signed up for DSL internet service with this provider on a month-to-month contract. Unfortunately, after just one month, I decided to switch to a different provider due to slow and unreliable internet speeds. The monthly charges were reasonable at $30.2, and I appreciated the convenience of paying with an electronic check. However, the overall service did not meet my expectations and I ultimately chose to churn.",3798
0519-XUZJU,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.75,70.75,Yes,"I recently signed up for the fiber optic internet service with this provider on a month-to-month contract. However, after just one month, I decided to cancel due to some unforeseen circumstances. The monthly charges of $70.75 were reasonable for the service I received. The payment method of mailing a check was a bit inconvenient for me personally, but overall the service was reliable and the speed was good. I would consider rejoining in the future if my circumstances change.",2260
9432-RUVSL,Female,0,No,No,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),102.5,4904.25,No,"I have been a customer with this company for 48 months now and I have been very satisfied with their service. The fiber optic internet service has been reliable and fast, and I have had no issues with billing or payment processing. The automatic credit card payment method is convenient and hassle-free. I find the monthly charges of $102.50 to be reasonable for the quality of service I am receiving. Overall, I have had a positive experience with this company and would recommend them to others.",6652
6174-NRBTZ,Male,0,No,No,46,No,No phone service,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),30.75,1489.3,No,"I have been a customer with this internet service provider for 46 months now and have been very satisfied with the service. The monthly charges are reasonable at $30.75 and the automatic bank transfer payment method makes it convenient for me to pay my bill on time. The DSL internet service has been reliable and I have not experienced any issues with connectivity. Overall, I am happy with the service and have no plans to churn.",3625
