customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,CustomerFeedback,MonthlyIncome
9705-ZJBCG,Female,0,Yes,Yes,13,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),54.15,701.05,"I have been a customer with this DSL internet provider for over a year now and I must say I am very satisfied with the service. The connection is reliable and the speed is consistent. The automatic bank transfer payment method makes it convenient for me to pay my monthly charges without any hassle. I have had no issues with my internet service and have no plans to switch providers anytime soon. Overall, I would highly recommend this provider to others looking for a reliable and affordable internet service.",1013
2139-FQHLM,Male,0,No,No,19,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,89.95,1682.4,"I have been a customer with this company for 19 months now and I am very satisfied with the service. The fiber optic internet is fast and reliable, and I have not experienced any issues with my connection. The monthly charges of $89.95 are reasonable for the quality of service I am receiving. I appreciate the option to pay with a mailed check, as it is convenient for me. Overall, I would highly recommend this company to others looking for a reliable internet service provider.",1699
1265-XTECC,Female,1,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),96.55,6581.9,"I have been a customer with this company for 68 months now, and I have been pleased with the fiber optic internet service they provide. However, I recently decided to churn because I found a better deal elsewhere. The monthly charges of $96.55 were a bit steep for me, and I felt like I could get a better value for my money with a different provider. I appreciated the convenience of the automatic credit card payment method, but ultimately, I had to make a decision based on cost. Overall, I would recommend this company for their reliable service, but I would also suggest looking for competitive pricing options.",4643
1998-VHJHK,Female,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.15,501.35,"I have been a customer with this company for 27 months now and I have been satisfied with the service overall. The monthly charges are reasonable at $19.15 and I appreciate the ability to pay by mailing a check. However, I do wish that internet service was included in my plan as I have had to seek this service from another provider. Overall, I have not experienced any issues that would make me want to churn and I am happy with the contract type of one year.",616
7706-DZNKK,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.45,237.3,"I have been a customer with this company for almost a year now and I am very satisfied with their service. The month-to-month contract option works well for me as I have the flexibility to cancel at any time if needed. The automatic credit card payment method is convenient and hassle-free. Even though I do not have internet service with them, I find the monthly charges of $20.45 to be reasonable. Overall, I have had a positive experience with this company and would recommend them to others.",4872
4016-BJKTZ,Female,0,No,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,108.9,2809.05,"I have been a customer of this company for 25 months now and have been extremely satisfied with the service. The fiber optic internet is fast and reliable, and I have never experienced any issues with connectivity. The monthly charges of $108.9 are reasonable for the quality of service that I receive. I appreciate being able to pay with electronic check, as it is convenient and hassle-free. Overall, I have no complaints and would highly recommend this company to others.",181
6582-OIVSP,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.3,45.3,"I have been a customer with this company for just one month now, but I am already impressed with the quality of service I have received. The DSL internet service has been reliable and fast, and the monthly charges of $45.3 are very reasonable. I appreciate the option to pay by mailed check, as it is convenient for me. Overall, I am satisfied with my experience so far and look forward to continuing to use this service.",2411
3665-JATSN,Female,0,No,No,19,no,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.7,710.05,"I have been a customer with this company for 19 months now and have been on a month-to-month contract with them. I am pleased to say that I have not experienced any issues with churn and have been satisfied with the DSL internet service they provide. The monthly charges of $39.7 are affordable and the payment method of electronic check is convenient for me. Overall, I am happy with the service they offer and would recommend them to others.",3190
0366-NQSHS,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.35,46.35,"I have been a customer with this company for 2 months now and I have been satisfied with the service so far. I appreciate the month-to-month contract option as it gives me flexibility. The monthly charges of $19.35 are reasonable for the services provided. However, I do not use the internet service so I cannot comment on that. I prefer to pay with a mailed check and have had no issues with the payment process. Overall, I am happy with my experience as a customer and have no plans to churn.",1131
7929-SKFGK,Male,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.3,8244.3,"I have been a customer with this company for over 5 years now and I have been extremely satisfied with the service. The fiber optic internet service is fast and reliable, and I have never experienced any issues with connectivity. The automatic payment method with my credit card makes it convenient for me to pay my monthly bill without any hassle. The monthly charges are reasonable for the quality of service I am receiving. Overall, I have no complaints and would highly recommend this company to others.",6791
2725-TTRIQ,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.2,5986.55,"I have been with this DSL service provider for 6 years now and I am extremely satisfied with the service. The monthly charges are reasonable at $84.2 and I appreciate the convenience of automatic bank transfers for payment. The internet service has been reliable and consistent throughout my tenure, with no issues of churn. I highly recommend this provider to others looking for a dependable internet service.",7121
0125-LZQXK,Male,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,1553.95,"I recently decided to cancel my service after being with the company for 15 months on a month-to-month contract. The monthly charges of $101.35 for fiber optic internet service were becoming too expensive for me. I found a better deal with another provider. I appreciated being able to pay with electronic check, but ultimately the cost was the deciding factor in my decision to churn.",3873
9711-FJTBX,Male,0,Yes,Yes,56,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,85.85,4793.8,"I have been a customer with this company for 56 months now and have been very satisfied with the service. The fiber optic internet service has been reliable and fast, and I have had no issues with downtime or slow speeds. The monthly charges of $85.85 are reasonable for the quality of service I am receiving. The option to pay by mailed check is convenient for me as well. Overall, I have no complaints and would recommend this company to others.",4007
0687-ZVTHB,Male,0,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),72.45,4653.85,"I have been a customer with this company for 65 months and overall I have had a positive experience. The DSL internet service has been reliable and meets my needs. However, I recently decided to churn because I found a better deal with another provider. The monthly charges of $72.45 were reasonable, but I was able to find a lower price elsewhere. The automatic credit card payment method was convenient and I never had any issues with billing. Overall, I would recommend this company to others, but I ultimately decided to switch due to better pricing options.",6944
7107-UBYKY,Female,0,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.75,882.55,"I have been a customer with this company for 35 months and have been on a month-to-month contract with monthly charges of $25.75. I do not use their internet service and make payments using electronic check. I have had no issues with their service and have not experienced any churn. Overall, I am satisfied with my experience as a customer.",3486
8393-JMVMB,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.45,19.45,"I have been a customer with this company for just over a month now and so far, I am pleased with the service. The monthly charges are affordable at $19.45 and I appreciate the flexibility of the month-to-month contract. However, I do wish that internet service was included in my plan. The payment method of mailing a check is a bit old-fashioned for my taste, but it has been reliable so far. Overall, I am satisfied with my experience as a customer and have no plans to churn at this time.",4352
9146-JRIOX,Female,0,Yes,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.55,372.45,"I have been a customer with this company for 14 months now and have been on a month-to-month contract. I have never experienced any issues with my service and have not had any reason to churn. The monthly charges are very affordable at $25.55. The only downside for me is that I do not have internet service with this company, but that was my choice based on my needs. I also appreciate that I can pay my bill by mailing a check, as it is the most convenient method for me. Overall, I am satisfied with the service and would recommend it to others.",6894
8819-IMISP,Male,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.45,2429.1,"I have been a loyal customer with this company for over 2 and a half years now and have been very satisfied with the service. The fiber optic internet has been reliable and fast, and the monthly charges of $80.45 are reasonable for the quality of service provided. I appreciate the convenience of paying with electronic check and have had no issues with billing or payments. Overall, I have had a positive experience with this company and would recommend their services to others.",4154
6704-UTUKK,Male,0,Yes,No,29,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,45.9,1332.4,"""I have been a customer with this company for almost 2 and a half years now and I have been very satisfied with the service. The DSL internet has been reliable and the monthly charges are affordable at $45.9. I appreciate the convenience of the electronic check payment method and the flexibility of the month-to-month contract. Overall, I have had a positive experience and would recommend this company to others.""",686
1945-XISKS,Female,0,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,1335.2,"I have been a customer with this company for over 5 years now and I have never had any issues with their services. I appreciate the affordable monthly charges and the convenience of being able to pay by mailing a check. Even though I do not have internet service with them, I am satisfied with the overall service they provide. I would recommend this company to others looking for reliable and budget-friendly options.",148
0559-CKHUS,Female,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.55,521.8,"I have been a customer with this company for almost 2 and a half years now and I have been satisfied with the service overall. The monthly charges are reasonable at $19.55 and I appreciate the option to pay by mailed check. However, I do not use the internet service provided by the company so I cannot speak to the quality of that. Overall, I have had no issues with this company and plan to continue being a customer in the future.",4353
7816-VGHTO,Female,0,Yes,Yes,6,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,40.55,217.5,"I have been a customer with this internet service provider for 6 months now and I am pleased to say that I have had no issues with churning. The monthly charges are reasonable at $40.55 for DSL internet service. However, I do find it a bit inconvenient to have to pay by mailed check as opposed to more modern payment methods. Overall, I am satisfied with the service and plan to continue with my two year contract.",4690
8079-XRJRS,Male,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,89.75,5769.6,"I have been a customer with this company for 5 years and 5 months. I signed a one year contract and have been paying $89.75 per month for fiber optic internet service. Unfortunately, I have decided to churn and discontinue my service with this company. Overall, the service was reliable and the internet speed was good, but I have found a better deal with another provider. I have been using electronic check as my payment method and have not encountered any issues with billing or payments. I would recommend this company to others looking for a reliable internet service provider.",2258
5655-JSMZM,Male,1,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.2,4718.25,"I recently decided to switch internet providers after being with my previous company for almost four years. The monthly charges were getting too high for me at $96.2, especially since I was on a month-to-month contract. I found a better deal elsewhere and made the switch. The fiber optic internet service was good while I was with them, but ultimately the cost was too much for me to justify staying. I ended up canceling and moving on.",3253
8063-GBATB,Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.25,2287.25,"I have been a customer with this company for 27 months now, and unfortunately, I have decided to churn. While the fiber optic internet service was fast and reliable, I found the monthly charges of $85.25 to be too high for my budget. Additionally, the lack of flexibility with only offering a month-to-month contract made it difficult for me to commit long-term. I appreciated the convenience of paying with an electronic check, but ultimately, I had to switch to a more affordable provider.",1892
4585-HETAI,Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.75,325.45,"I recently switched to this internet provider four months ago and unfortunately, I have already decided to churn. While the fiber optic internet service was fast and reliable, I found the monthly charges to be on the higher side at $73.75. Additionally, the payment method of electronic check was not very convenient for me. Overall, I was satisfied with the service quality but ultimately decided to switch to a different provider for better pricing and payment options.",6142
0186-CAERR,Male,0,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),116.3,8309.55,"I have been a loyal customer of this company for over 6 years now and I am extremely satisfied with the service they provide. The fiber optic internet service has been very reliable and fast, allowing me to work from home without any interruptions. The automatic bank transfer payment method makes it convenient for me to pay my monthly bill on time. Even though the monthly charges are a bit on the higher side at $116.3, I feel like it is worth it for the quality of service I receive. Overall, I have had a positive experience with this company and would highly recommend it to others.",1087
0877-SDMBN,Female,0,No,No,54,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.95,5639.05,"I have been a customer with this company for over 4 years now, and I have been mostly satisfied with the service. The fiber optic internet is fast and reliable, and I have had very few issues with connectivity. However, I recently decided to switch providers due to the increasing monthly charges. While the service was great, I felt that the cost was no longer worth it for me. I also had some difficulty canceling my contract, as I had to jump through some hoops to end my automatic bank transfer payment. Overall, I would recommend this company for their quality service, but I would caution others to keep an eye on their monthly charges.",4132
5366-OBVMR,Female,0,Yes,No,18,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.3,null,"I have been a customer with this company for 18 months now and I am happy to say that I have no intentions of leaving anytime soon. The month-to-month contract gives me the flexibility I need and the $50.3 monthly charges for DSL internet service are very reasonable. I appreciate being able to pay with a mailed check, as it is my preferred method of payment. Overall, I am satisfied with the service and would recommend it to others.",1308
2235-EZAIK,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),79.2,5401.9,"I have been a customer for 6 years now and I am very satisfied with the service provided by the company. The monthly charges are reasonable and the automatic payment method makes it convenient for me to pay my bills on time. The DSL internet service has been reliable and I have not experienced any issues with connectivity. Overall, I have no complaints and would recommend this company to others.",6272
7161-DFHUF,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.85,1672.1,"I have been a customer with this company for over 6 years and have been very satisfied with the service. Despite not having internet service, I appreciate the affordable monthly charges and the option to pay by mailed check. I am happy to say that I have not experienced any issues that would make me consider churning to a different provider. Overall, I am a happy and loyal customer.",4184
7688-AWMDX,Male,0,Yes,No,71,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),54.5,3778.2,"I have been a customer with this company for over 6 years now and I have been very satisfied with their DSL internet service. The monthly charges are reasonable at $54.5 and I appreciate the convenience of automatic bank transfer for payments. I have not experienced any issues that would make me consider churning and I am happy with my two-year contract. Overall, I would highly recommend this company to others looking for reliable internet service.",8343
8286-AFUYI,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,47.95,47.95,"I have been a customer with this DSL internet service provider for just one month now, and so far I am satisfied with the service. The monthly charges of $47.95 are reasonable for the speed and reliability of the internet connection. I appreciate the convenience of the electronic check payment method. Overall, I have had a positive experience with this provider and have no plans to churn in the near future.",1893
9919-KNPOO,Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.3,1948.35,"I have been a customer with this company for 21 months now and have been very satisfied with the service. The fiber optic internet service has been fast and reliable, and I have had no issues with my monthly payments using electronic check. The monthly charges of $94.3 are reasonable for the quality of service I am receiving. Overall, I have had a positive experience and would recommend this company to others.",5670
3724-BSCVH,Male,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.45,242.4,"I have been a customer with this company for 10 months now and I have been satisfied with the service so far. My monthly charges are reasonable at $20.45 and I appreciate the option to pay by mailing a check. I do not have internet service with this provider, but for the services I do have, I have not experienced any issues. Overall, I am happy with my experience and do not plan on churning anytime soon.",8810
8634-MPHTR,Male,1,Yes,No,47,yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,4871.05,"I have been a customer of this fiber optic internet service provider for almost four years now, opting for a month-to-month contract with a monthly charge of $100.05. I recently decided to churn and switch to a different provider due to the increasing monthly charges and lack of promotional offers for long-term customers like myself. While the internet service itself was reliable and fast, I felt that I was not getting enough value for the price I was paying. Additionally, I found the payment method of electronic check to be convenient and easy to use. Overall, I would recommend this provider for their quality service, but would caution potential customers to be mindful of the pricing and contract terms.",4754
1895-QTKDO,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),43.95,43.95,"I have been a customer with this company for just over a month now and so far I am very satisfied with the service. The monthly charges are reasonable at $43.95 and I have had no issues with billing, as it is set up to be automatically deducted from my credit card. The DSL internet service has been reliable and I have not experienced any disruptions. Overall, I am happy with my decision to sign up for this month-to-month contract and have no plans to churn in the near future.",2164
4550-EVXNY,Female,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,"I recently signed up for fiber optic internet service with this company on a month-to-month contract. Unfortunately, after only one month of service, I have decided to cancel and switch providers. The monthly charges of $69.65 were higher than I had anticipated and I found the internet speeds to be inconsistent. Additionally, I experienced issues with the payment method of electronic check, which caused delays in processing my payments. Overall, I was not satisfied with the service and will be looking for a new provider.",3568
8043-PNYSD,Male,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,1245.6,"I have been a customer with this company for over 5 years now and have been on a two-year contract with them. I have never had any issues with my service and have never experienced any churn. Although I do not have internet service with them, I have been satisfied with the reliability of my other services. I appreciate the option to pay with a mailed check as it is convenient for me. Overall, I am a happy customer and plan to continue using their services in the future.",1398
0178-SZBHO,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,87.2,4017.45,"I have been a customer with this company for almost four years now and I am very satisfied with the service provided. The fiber optic internet service is fast and reliable, and I have had no issues with connectivity. The monthly charges are reasonable at $87.20 and I appreciate the convenience of paying with electronic check. Overall, I have had a positive experience and would recommend this company to others.",2537
0440-EKDCF,Male,0,Yes,No,62,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),60.15,3753.2,"I have been a customer with this company for over five years now and I have been very satisfied with the service. The DSL internet has been reliable and the monthly charges are very reasonable at $60.15. I appreciate the convenience of the automatic credit card payment method. I have had no issues with billing or service interruptions during my 62 months of tenure. Overall, I would highly recommend this company to others looking for internet service.",2793
9389-ACWBI,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),69.95,320.4,"I have been using the fiber optic internet service from this provider for 5 months now on a month-to-month contract. I have had no issues with the service and my internet connection has been fast and reliable. The monthly charges of $69.95 are reasonable for the quality of service I am receiving. I appreciate the convenience of automatic credit card payments. Overall, I am satisfied with my experience and have no complaints.",581
5294-IMHHT,Male,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),97.75,5043.2,"I have been a customer with this company for over four years now and I have been extremely satisfied with the service. The fiber optic internet service is fast and reliable, and I have never experienced any downtime. The automatic bank transfer for payment makes it convenient for me to pay my monthly charges of $97.75. Overall, I have had a great experience with this company and have no complaints. I would highly recommend their services to others.",3769
9777-IQHWP,Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),93.4,5822.3,"I have been a loyal customer for 64 months with the two-year contract for fiber optic internet service. I have never experienced any issues with the service and have always been satisfied with the speed and reliability. The automatic bank transfer payment method makes it convenient for me to pay my monthly charges of $93.4. Overall, I am happy with the service and have no plans to churn in the near future. Thank you for providing excellent service.",8981
3655-SNQYZ,Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),113.25,7895.15,"I have been a customer with this company for almost 6 years now and I have been extremely satisfied with their fiber optic internet service. The speed and reliability have been excellent, and I have never had any issues with connectivity. The automatic credit card payment method is convenient and hassle-free. Even though the monthly charges are a bit on the higher side at $113.25, I believe the quality of service justifies the cost. Overall, I am very happy with my experience and have no plans to churn anytime soon.",8333
9065-ZCPQX,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),78.85,5763.15,"I have been a customer with this company for 6 years now and I have been very satisfied with the service. The DSL internet service has been reliable and the monthly charges are reasonable at $78.85. I appreciate the convenience of automatic bank transfers for payment. Overall, I have had no reason to consider churning and I plan to continue using this company for the foreseeable future.",5905
5027-YOCXN,Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),110.05,5686.4,"I have been a customer with this company for over four years now and I am extremely satisfied with the service provided. The fiber optic internet service has been reliable and fast, allowing me to work from home without any interruptions. The automatic credit card payment method is convenient and hassle-free. The monthly charges of $110.05 are reasonable for the quality of service I receive. I have no complaints and have no intentions of switching providers in the near future. Highly recommend this company to others looking for a reliable internet service provider.",8352
9137-UIYPG,Female,0,Yes,Yes,35,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.9,3756.45,"I have been a customer with this company for over 2 and a half years now and I have been very satisfied with the service. The fiber optic internet is fast and reliable, and I have not experienced any issues with the connection. The monthly charges are reasonable for the quality of service I am receiving. I appreciate the convenience of being able to pay with electronic check. Overall, I have had a positive experience with this company and would recommend them to others.",6856
7140-ADSMJ,Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.45,162.3,"I have been a customer with this company for 8 months now and I am very satisfied with their service. The monthly charges are very reasonable at $20.45 and I appreciate the convenience of automatic credit card payments. While I do not have internet service with this company, I have had no issues with my service and have not experienced any reason to consider switching providers. Overall, I am happy with my experience and would recommend this company to others.",8422
0696-UKTOX,Male,0,No,Yes,23,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,54.15,1312.45,"I have been a customer with this DSL internet service provider for almost two years now and I have been very satisfied with the service. The monthly charges are reasonable at $54.15 and I appreciate the convenience of paying through electronic check. The month-to-month contract allows flexibility and I have not experienced any issues with the service so far. Overall, I would recommend this provider to others looking for reliable internet service.",4466
1024-GUALD,Female,0,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,"I recently switched to this DSL internet service provider and unfortunately, I experienced constant interruptions in my service. The speed was inconsistent and I had trouble staying connected while working from home. Additionally, I found the monthly charges to be quite high for the level of service I was receiving. I decided to cancel my subscription after only one month due to these issues. I hope the provider can improve their service quality in the future.",4554
1173-XZPYF,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.2,990.3,"I have been a customer with this company for 11 months now and I am very satisfied with their fiber optic internet service. The monthly charges of $89.2 are reasonable for the quality of service I am receiving. I appreciate the convenience of being able to pay through electronic check. Overall, I have had a positive experience with this company and have no intentions of churning.",8303
6260-ONULR,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,62.8,62.8,"I have been a customer with this DSL internet service provider for 1 month now and I am very satisfied with the service. The monthly charges are reasonable at $62.8 and the internet connection has been reliable. I appreciate the option to pay via mailed check as it is convenient for me. Overall, I have had a positive experience with this provider and I have no plans to churn in the near future.",5549
8464-EETCQ,Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.8,1094.35,"I have been a loyal customer for over 4 and a half years and have been very satisfied with the service provided by this company. The automatic credit card payment option has made it convenient for me to pay my monthly charges without any hassle. Although I do not have internet service with this company, the low monthly charges of $18.8 for my other services have been very reasonable. I have had no issues with my contract type and have not experienced any churn. Overall, I am happy with the service and would recommend it to others.",9278
8587-XYZSF,Male,0,No,No,67,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,3260.1,"I have been a customer with this DSL internet service provider for over five years now and I have been very satisfied with their service. The automatic bank transfer payment method is convenient and hassle-free. The monthly charges of $50.55 are reasonable for the quality of service provided. I have not experienced any issues with connectivity or speed, and I have no plans to switch to another provider. Overall, I would highly recommend this company to others looking for reliable internet service.",8600
9591-YVTEB,Male,1,No,No,55,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,44.85,2479.05,"I have been a customer with this company for over 4 years now and have been on a month-to-month contract with DSL internet service. I have had no issues with the service and the monthly charges are reasonable at $44.85. I appreciate being able to pay with electronic check, as it is convenient and hassle-free. Overall, I am satisfied with the service and have no plans to churn in the near future.",5244
3916-NRPAP,Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),85.7,256.75,"I have been a customer with this fiber optic internet service provider for 3 months now, and I have been very satisfied with the service. The internet connection is fast and reliable, and I have not experienced any issues with connectivity. The monthly charges of $85.7 are reasonable for the quality of service provided. I appreciate the convenience of automatic credit card payments, as it makes it easy to manage my bills. Overall, I have no complaints and would recommend this provider to others.",4657
5915-DGNVC,Female,0,Yes,No,49,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,71.8,null,"I have been a loyal customer with this company for almost four years now and have always been satisfied with the service provided. The monthly charges are reasonable for the internet service I receive and the payment process through electronic check is convenient for me. I appreciate the reliability of the DSL internet service and have had no issues with connectivity or speed. Overall, I have no complaints and am happy to continue using this company for my internet needs.",5971
5175-AOBHI,Female,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,46.0,193.6,"I recently canceled my DSL internet service after 4 months due to some financial constraints. The monthly charges of $46.0 were reasonable, but I found it difficult to keep up with payments using the mailed check method. I would have preferred more convenient payment options such as online billing or automatic withdrawal. Overall, the service itself was reliable and met my needs during the time I was a customer.",1042
3190-XFANI,Male,0,No,Yes,49,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),100.6,5069.65,"I have been a customer with this company for almost four years and have been using their fiber optic internet service. I recently decided to churn and cancel my service after being with them for so long. While the service itself was reliable and fast, I found that the monthly charges of $100.6 were a bit too high for my budget. Additionally, I preferred to pay through bank transfer, but I encountered some issues with the automatic payment method. Overall, I had a good experience with the company but ultimately decided to switch providers due to the cost and payment issues.",5935
1545-ACTAS,Female,0,Yes,Yes,48,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),99.7,4977.2,"I have been a customer with this company for 4 years now and I have been extremely satisfied with their service. The fiber optic internet is fast and reliable, and I have never experienced any issues with connectivity. The automatic bank transfer payment method makes it convenient for me to pay my monthly bill without having to worry about missing a payment. Overall, I would highly recommend this company to anyone looking for a reliable internet service provider.",5779
3766-EJLFL,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.05,7508.55,"I have been a customer with this company for over 5 years now and I am extremely satisfied with the service I have received. The fiber optic internet service is fast and reliable, and I have never experienced any issues with my connection. The automatic bank transfer payment method is convenient and hassle-free. Despite the monthly charges of $109.05, I believe it is worth the quality of service I am receiving. Overall, I have no complaints and would highly recommend this company to others.",1353
4662-EKDPQ,Male,0,No,No,2,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),62.05,null,"I recently signed up for DSL internet service with this provider on a month-to-month contract. After just 2 months, I decided to cancel due to slow and unreliable internet speeds. Despite the affordable monthly charges of $62.05, the service did not meet my expectations and I experienced frequent interruptions while trying to work from home. The automatic bank transfer payment method was convenient, but unfortunately, I was not satisfied with the overall service. I have since switched to a different provider for better internet reliability.",9899
